show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6136,Movie,American Beauty,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Chris Cooper, Peter Gallagher, Allison Janney, Scott Bakula, Sam Robards",United States,"January 1, 2020",1999,R,122 min,Dramas,"While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends."
s6137,Movie,American Circumcision,Brendon Marotta,,United States,"December 16, 2018",2017,TV-14,101 min,Documentaries,"With interviews from experts on both sides of the debate, this film questions the routine practice of non-religious infant circumcision in the U.S."
s6139,Movie,American Experience: Ruby Ridge,Barak Goodman,"Dave Hunt, Bo Gritz, Sara Weaver",United States,"April 19, 2017",2017,TV-MA,53 min,Documentaries,"A botched attempt to arrest a white supremacist in Idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992."
s6141,Movie,American Experience: The Island Murder,Mark Zwonitzer,Blair Brown,United States,"May 1, 2019",2018,TV-14,53 min,Documentaries,"In 1931, a young Navy wife tore apart Hawaii on racial lines after claiming she was raped by a gang of nonwhite islanders."
s6142,Movie,American Hangman,Wilson Coneybeare,"Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther",Canada,"July 30, 2019",2019,TV-MA,99 min,Thrillers,"A judge’s kidnapping is streamed live on social media, as a vengeful loner puts him on trial for supposedly sending an innocent man to his death."
s6143,Movie,American Heist,Sarik Andreasyan,"Hayden Christensen, Adrien Brody, Jordana Brewster, Tory Kittles, Akon, Luis Da Silva Jr., Lance E. Nichols, Joe Chrest","Canada, Luxembourg","October 23, 2019",2014,R,95 min,"Action & Adventure, Dramas",An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.
s6144,Movie,American History X,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry",United States,"November 1, 2019",1998,R,119 min,Dramas,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?
s6145,Movie,American Honey,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes","United Kingdom, United States","April 27, 2019",2016,R,163 min,"Dramas, Independent Movies","A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip."
s6146,Movie,American Masters: Ted Williams,Nick Davis,Ted Williams,United States,"April 1, 2019",2018,TV-MA,55 min,"Documentaries, Sports Movies","Baseball legend Ted Williams fights to become the greatest hitter of all time as he battles family, teammates, the press and even the fans."
s6148,Movie,American Psycho,Mary Harron,"Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner","United States, Canada","September 1, 2019",2000,R,102 min,"Comedies, Cult Movies, Dramas","With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
s6149,Movie,American Warfighter,Jerry G. Angelo,"Jerry G. Angelo, Paul Logan, Joshua Santana, Carolina Castro, David Robbins, Michael King, Tom Crisp, Jennifer Marshall, Victoria Clare, Ryan Baumann, Isaac C. Singleton Jr., Said Faraj",United States,"September 13, 2019",2019,TV-MA,106 min,Dramas,"A Navy SEAL haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything."
s6150,Movie,Amy,Asif Kapadia,"Amy Winehouse, Lauren Gilbert",United Kingdom,"July 26, 2018",2015,R,128 min,"Documentaries, International Movies, Music & Musicals",Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.
s6151,Movie,An American in Madras,Karan Bali,,India,"January 1, 2017",2013,TV-PG,80 min,"Documentaries, International Movies","Extensive film clips and interviews tell the story of American filmmaker Ellis R. Dungan, who spent 15 years in India and helped define Tamil cinema."
s6152,Movie,An American Tail,Don Bluth,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn",United States,"April 1, 2018",1986,G,80 min,Children & Family Movies,"Fievel, a young Russian mouse, immigrates to America and must make his own way in the strange and sometimes perilous new world."
s6153,Movie,An American Tail: Fievel Goes West,"Phil Nibbelink, Simon Wells","Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz",United States,"April 1, 2018",1991,G,75 min,Children & Family Movies,"Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline."
s6154,Movie,An American Tail: The Mystery of the Night Monster,Larry Latham,"Thomas Dekker, Lacey Chabert, Jane Singer, Nehemiah Persoff, Susan Boyd, Robert Hays, Pat Musick, Dom DeLuise, Candi Milo, Jeff Bennett",United States,"April 1, 2018",1999,G,75 min,Children & Family Movies,"When a monster goes on a mouse-napping spree in New York, Fievel and his friends help a reporter get to the bottom of the mystery."
s6155,Movie,An American Tail: The Treasures of Manhattan Island,Larry Latham,"Thomas Dekker, Dom DeLuise, Pat Musick, Nehemiah Persoff, Erica Yohn, Lacey Chabert, Elaine Bilstad, Rene Auberjonois, David Carradine, Sherman Howard, Tony Jay, Richard Karron, John Kassir, Ron Perlman",United States,"April 1, 2018",2000,G,79 min,Children & Family Movies,"When Fievel and friends go hunting for buried treasure beneath the ruins of an old subway tunnel, they stumble onto something surprising."
s6156,Movie,An Hour and a Half,Wael Ehsan,"Eyad Nassar, Ahmed Bedir, Fathy Abdel Wahab, Sawsan Badr, Maged El Kedwany, Tarek Abdel Aziz, Karima Mokhtar, Yousra El Lozy, Somaya El Khashab, Mohamed Emam",Egypt,"April 26, 2019",2012,TV-14,87 min,"Dramas, International Movies","Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars."
s6158,Movie,An Interview with God,Perry Lang,"Brenton Thwaites, David Strathairn, Hill Harper, Charlbi Dean, Yael Grobglas",United States,"March 1, 2019",2018,TV-PG,97 min,"Dramas, Faith & Spirituality","After an assignment in a war zone, a journalist trying to put his life back together is granted an interview with someone claiming to be God."
s6159,Movie,An Upper Egyptian,"Ismail Farouk, Hazem Fouda","Mohamed Ramadan, Randa El Behery, Nermin Maher, Inas El Naggar, Mayar El Gheity, Hassan Abdulfattah, Sabri Abdulmonem, Alaa Zenhom, Abdalah Mishrif, Mohamed Soliman",Egypt,"June 20, 2019",2014,TV-MA,85 min,"Comedies, Dramas, International Movies","Eager to settle down, Abdullah searches for the right woman to marry – but the one he truly longs for may not feel the same way."
s6160,Movie,Anarkali of Aarah,Avinash Das,"Swara Bhaskar, Sanjay Mishra, Vijay Kumar, Pankaj Tripathi, Mayur More, Ishtiyak Khan",India,"August 1, 2017",2017,TV-MA,111 min,"Dramas, Independent Movies, International Movies","After being sexually harassed by a drunken politician while performing at a public event, a village dancer plots revenge to clear her name."
s6161,Movie,Anchor and Hope,Carlos Marques-Marcet,"Oona Chaplin, Natalia Tena, David Verdaguer, Geraldine Chaplin",Spain,"February 15, 2019",2017,TV-MA,113 min,"Comedies, Dramas, LGBTQ Movies",Kat and Eva’s happy romance hits a rough patch when Eva decides that she wants a child. Visiting friend Roger could help complete their family.
s6163,Movie,Anesthesia,Tim Blake Nelson,"Sam Waterston, Tim Blake Nelson, Jessica Hecht, Kristen Stewart, Corey Stoll, K. Todd Freeman, Glenn Close, Gretchen Mol, Michael Kenneth Williams, Gloria Reuben, Mickey Sumner, Yul Vazquez, Hannah Marks, Ben Konigsberg",United States,"December 30, 2018",2015,R,90 min,"Dramas, Independent Movies","After a popular professor is attacked on a New York street, the story of how a series of intertwined events led to the life-altering assault unfolds."
s6164,Movie,Angel Eyes,Luis Mandoki,"Jennifer Lopez, Jim Caviezel, Sonia Braga, Terrence Howard, Jeremy Sisto, Monet Mazur, Victor Argo, Shirley Knight",United States,"September 5, 2020",2001,R,103 min,"Dramas, Romantic Movies","When a violent assault leaves her vulnerable, a streetwise Chicago cop receives help from a haunted loner who's struggling with traumas of his own."
s6165,Movie,Anger Management,Peter Segal,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon",United States,"November 1, 2019",2003,PG-13,105 min,Comedies,"After a gentle businessman is forced to get anger management counseling, his therapist moves in – but turns out to have anger issues of his own."
s6166,Movie,Angry Indian Goddesses,Pan Nalin,"Amrit Maghera, Rajshri Deshpande, Pavleen Gujral, Anushka Manchanda, Sandhya Mridul, Sarah-Jane Dias, Tannishtha Chatterjee, Adil Hussain, Arjun Mathur, Anuj Choudhry","India, Germany","March 14, 2017",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies","A photographer invites a close-knit group of female pals to her Goa home to announce her engagement, which stirs up a riot of emotion in all of them."
s6169,Movie,Ankur Arora Murder Case,Sohail Tatari,"Kay Kay Menon, Tisca Chopra, Arjun Mathur, Paoli Dam, Vishakha Singh, Manish Chaudhary, Vishesh Tiwari, Harsh Chhaya",India,"October 15, 2017",2013,TV-14,127 min,"Dramas, International Movies, Thrillers",A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.
s6170,Movie,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,"Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno, Whitney Goin, Gary Weeks, Juliana Harkavy, Kevin B. McGlynn, Jamison Stern, Mia Matthews, Bianca Matthews",United States,"August 1, 2017",2016,TV-PG,92 min,Children & Family Movies,"While vacationing on picturesque Nantucket, a crafty teenage mystery writer contends with two thieves as she tries to solve a ghostly conundrum."
s6171,Movie,Another Forever,Juan Zapata,"Daniela Escobar, Marlon Moreno, Peter Ketnath, Barbara Scolaro","Brazil, Netherlands, United States, Colombia, Austria, Germany","March 21, 2017",2016,TV-PG,72 min,"Dramas, Independent Movies, International Movies","Overtaken by the death of her beloved, a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track."
s6172,Movie,Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michael Peña, Hannah John-Kamen, Laurence Fishburne, Michelle Pfeiffer, Walton Goggins, T.I., Judy Greer, Bobby Cannavale, David Dastmalchian, Abby Ryder Fortson, Randall Park",United States,"January 29, 2019",2018,PG-13,118 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission."
s6173,Movie,Antar: Son of Shadad,Sherif Ismail,"Mohamed Henedi, Bassem Samra, Dorra Zarrouk, Lotfy Labib",Egypt,"May 9, 2019",2017,TV-MA,110 min,"Comedies, International Movies","Learning he is the grandson of a famous knight, a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe."
s6174,Movie,Antariksha Ke Rakhwale,Anirban Majumder,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",,"June 18, 2019",2018,TV-Y7,65 min,Children & Family Movies,Space villains have abducted all the superheroes! It’s up to Bheem and his trusty team to save the others.
s6176,Movie,Antidote,Ken Barbet,"Randy Couture, Chuck Zito, Wil Traval, Celeste Thornton, Rafael De La Fuente, Alyona Chekhova, Natali Yura, Thom Rivera",United States,"April 14, 2019",2018,TV-MA,90 min,"Action & Adventure, Horror Movies",A tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch.
s6177,Movie,Anwar,Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",India,"December 31, 2019",2007,TV-14,134 min,"Dramas, Independent Movies, International Movies","Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy."
s6179,Movie,Apache Warrior,"David Salzberg, Christian Tureaud",,United States,"November 1, 2019",2017,TV-MA,89 min,Documentaries,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.
s6180,Movie,APEX: The Story of the Hypercar,"J.F. Musial, Josh Vietze",Zachary Levi,United States,"August 1, 2016",2016,NR,86 min,Documentaries,"A visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche."
s6181,Movie,Apollo 18,Gonzalo López-Gallego,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie","United States, Canada","March 9, 2019",2011,PG-13,87 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers","This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon."
s6182,Movie,April and the Extraordinary World,"Christian Desmares, Franck Ekinci","Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren","France, Canada, Belgium","October 1, 2017",2015,PG,107 min,"Action & Adventure, Comedies, International Movies","After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy."
s6183,Movie,"Aram, Aram",Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian",United States,"February 15, 2017",2015,TV-14,79 min,"Dramas, Independent Movies","Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang."
s6184,Movie,Are We Done Yet?,Khaled El Halafawy,"Ahmed Eid, Ayten Amer, Ahmed Fouad Selim, Mohsen Mansour",Egypt,"August 1, 2019",2018,TV-14,87 min,"Comedies, Dramas, International Movies","When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek."
s6185,Movie,Arisan 2,Nia Dinata,"Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,"September 15, 2018",2011,TV-14,113 min,"Comedies, Dramas, International Movies","A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths."
s6186,Movie,Arthur,Jason Winer,"Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzmán, Nick Nolte, Christina Jacquelyn Calph, Murphy Guyer, José Ramón Rosario",United States,"April 1, 2019",2011,PG-13,110 min,"Comedies, Romantic Movies",Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance.
s6187,Movie,Arthur Christmas,Sarah Smith,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Ramona Marquez, Marc Wootton, Laura Linney, Eva Longoria, Michael Palin, Joan Cusack, Deborah Findlay, Rich Fulcher, Sarah Smith, Clint Dyer, Kerry Shale, Stewart Lee, Bronagh Gallagher, Kevin Cecil, Alistair McGowan, David Menkin, Kris Pearn, Ian Ashpitel, Rich Hall, Seeta Indrani, Jane Horrocks, Peter Baynham, Emma Kennedy, Dominic West, Jerry Lambert, Julia Davis, Robbie Coltrane, Iain McKee, Sanjeev Bhaskar, Andy Serkis, Tamsin Greig, Rhys Darby, Seamus Malone, Cody Cameron, David Schneider, Kevin Eldon, Danny John-Jules, Brian Cummings","United Kingdom, United States","January 1, 2020",2011,PG,98 min,"Children & Family Movies, Comedies","At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission."
s6188,Movie,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",United States,"September 16, 2018",2014,R,93 min,"Horror Movies, Thrillers",A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.
s6189,Movie,As Good as It Gets,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros",United States,"January 1, 2020",1997,PG-13,139 min,"Comedies, Romantic Movies","The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor."
s6190,Movie,Assimilate,John Murlowski,"Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington",United States,"October 25, 2019",2019,TV-MA,94 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.
s6191,Movie,Asura: The City of Madness,Sung-soo Kim,"Jung-min Hwang, Do-won Kwak, Man-sik Jung, Woo-sung Jung",South Korea,"February 15, 2018",2016,NR,133 min,"Action & Adventure, Dramas, International Movies","Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on."
s6192,Movie,At All Costs,Mike Nicoll,"Parker Jackson Cartwright, Gabe York",United States,"December 14, 2016",2016,TV-MA,81 min,"Documentaries, Sports Movies",This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America.
s6193,Movie,At First Light,Jason Stone,"Stefanie Scott, Theodore Pellerin, Percy Hynes White, Kate Burton, Saïd Taghmaoui, Kristin Booth, James Wotherspoon",Canada,"December 27, 2018",2018,TV-14,91 min,"Dramas, Sci-Fi & Fantasy","After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her."
s6194,Movie,ATM,Mez Tharatorn,"Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak","United States, Canada","September 5, 2018",2012,TV-14,122 min,"Comedies, International Movies, Romantic Movies","When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job."
s6196,Movie,Attacking the Devil: Harold Evans and the Last Nazi War Crime,"David Morris, Jacqui Morris",Harold Evans,United Kingdom,"May 15, 2016",2014,TV-14,102 min,"Documentaries, International Movies",Intrepid newspaper editor Harold Evans wages an ongoing battle to expose the truth about a dangerous drug and obtain compensation for its victims.
s6197,Movie,Attitude Test,"Fabrizio Copano, Augusto Matte","Belén Soto, Denise Rosenthal, Constanza Piccoli, Fabiola Alarcón, Lucas Balmaceda, Agustín Silva, Camilo Carmona, Ingrid Cruz, Elvis Fuentes, Samuel Landea",Chile,"August 19, 2018",2016,TV-14,88 min,"Comedies, Independent Movies, International Movies","Four high school seniors steal an important college entrance exam and go on vacation to ""study,"" but accidentally lose the exam while partying."
s6198,Movie,Auschwitz: Blueprints of Genocide,Mike Rossiter,Roy Marsden,United Kingdom,"January 19, 2019",1994,TV-PG,49 min,Documentaries,Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.
s6200,Movie,Automata,Gabe Ibáñez,"Antonio Banderas, Dylan McDermott, Melanie Griffith, Birgitte Hjort Sørensen, Robert Forster, Christa Campbell, Tim McInnerny, Andy Nyman, David Ryall","Bulgaria, United States, Spain, Canada","September 8, 2017",2014,R,110 min,"International Movies, Sci-Fi & Fantasy, Thrillers","In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy."
s6201,Movie,Avengers: Infinity War,"Anthony Russo, Joe Russo","Robert Downey Jr., Josh Brolin, Mark Ruffalo, Tom Hiddleston, Chris Evans, Chris Hemsworth, Jeremy Renner, Chris Pratt, Elizabeth Olsen, Sebastian Stan, Benedict Cumberbatch, Paul Bettany, Cobie Smulders, Benedict Wong, Zoe Saldana, Karen Gillan, Vin Diesel, Dave Bautista, Bradley Cooper, Pom Klementieff, Scarlett Johansson, Benicio Del Toro, Anthony Mackie, Chadwick Boseman, Danai Gurira, Paul Rudd, Don Cheadle, Tom Holland",United States,"December 25, 2018",2018,PG-13,150 min,"Action & Adventure, Sci-Fi & Fantasy",Superheroes amass to stop intergalactic sociopath Thanos from acquiring a full set of Infinity Stones and wiping out half of all life in the universe.
s6202,Movie,Avicii: True Stories,Levan Tsikurishvili,Avicii,"Sweden, Netherlands","December 28, 2018",2017,TV-MA,97 min,"Documentaries, International Movies, Music & Musicals","Follow the meteoric rise of Tim Bergling, aka Avicii, from Swedish teenager to the creative force behind ""Wake Me Up,"" ""You Make Me"" and other hits."
s6203,Movie,Azhar,Anthony D'Souza,"Emraan Hashmi, Prachi Desai, Nargis Fakhri, Lara Dutta, Kunaal Roy Kapur, Gautam Gulati, Anikie Maguire, Kulbhushan Kharbanda, Rajesh Sharma, Shernaz Patel, Veerendra Saxena",India,"April 12, 2019",2016,TV-14,129 min,"Dramas, International Movies, Sports Movies","This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s."
s6204,Movie,B.A. Pass,Ajay Bahl,"Shadab Kamal, Shilpa Shukla, Rajesh Sharma, Dibyendu Bhattacharya, Vijay Kaushik, Anula Navlekar, Happy Ranjit, Raveena Singh, Padam Mishra",India,"June 7, 2018",2013,TV-14,99 min,"Dramas, Independent Movies, International Movies","Orphaned and at loose ends, young Mukesh falls into the seductive orbit of married Sarika, who leads him ever deeper into a world of sex and betrayal."
