show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s8659,Movie,Under The Skin,Jonathan Glazer,"Scarlett Johansson, Krystof Hádek, Jeremy McWilliams, Joe Szula, Lynsey Taylor Mackay, Dougie McConnell, Kevin McAlinden, Andrew Gorman, Roy Armstrong, Alison Chand, Paul Brannigan","Switzerland, United Kingdom, United States","July 15, 2018",2013,R,108 min,"Dramas, Independent Movies, International Movies","A seductive alien prowls the streets in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool."
s8660,Movie,Undercover Grandpa,Erik Canuel,"James Caan, Jessica Walter, Louis Gossett Jr., Dylan Everett, Paul Sorvino, Kenneth Welsh, Lawrence Dane, Paul Braunstein, Greta Onieogou",Canada,"November 1, 2017",2016,PG-13,94 min,"Action & Adventure, Children & Family Movies, Comedies","Jake's date with his dream girl takes a turn when she disappears, and Jake's grandpa – a former intelligence officer – sets out to find her."
s8661,Movie,Undercover: How to Operate Behind Enemy Lines,John Ford,,United States,"March 31, 2017",1943,TV-PG,61 min,"Classic Movies, Documentaries",This World War II-era training film dramatizes how secret agents should act while undercover and how to avoid capture by enemies.
s8662,Movie,Unfinished Song,Paul Andrew Williams,"Terence Stamp, Gemma Arterton, Christopher Eccleston, Vanessa Redgrave, Anne Reid, Elizabeth Counsell, Ram John Holder, Bill Thomas, Orla Hill","United Kingdom, Germany","July 22, 2019",2012,PG-13,94 min,"Comedies, Dramas, Independent Movies","With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir."
s8663,Movie,Union Leader,Sanjay Patel,"Rahul Bhat, Tillotama Shome, Haresh Dagiya, Jayesh More, Tirth Sharma, Vivek Ghamande, Jay Vithlani, Mehul Buch","Canada, India","December 31, 2019",2017,TV-14,105 min,"Dramas, Independent Movies, International Movies",Toxic conditions and a corrupt union leader prompt a chemical plant worker and earnest family man to fight for justice for his fellow laborers.
s8664,Movie,Unruly Friends,Sherif Mandour,"Kinda Allouch, Ahmed Salah Al-Saadany, Dina Fouad, Amr Youssef, Ahmed Safwat, Madlyn Tabar, Yasser Ali Maher, Nadia Fahmi, Menha Zaytoon, Tamim Abdou, Mostafa Abd Elsalam",Egypt,"June 20, 2019",2011,TV-14,83 min,"International Movies, Thrillers",A young woman discovers that familial and psychological traumas can be difficult to leave behind.
s8665,Movie,Up in the Air,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Amy Morton, Melanie Lynskey, J.K. Simmons, Sam Elliott, Danny McBride, Zach Galifianakis, Chris Lowell",United States,"January 1, 2020",2009,R,110 min,"Comedies, Dramas, Romantic Movies","Ryan Bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad Natalie."
s8666,Movie,Urvi,Pradeep Verma,"Sruthi Hariharan, Shraddha Srinath, Shweta Pandit, Achyuth Kumar, Madhukar Niyogi, Prabhu Mundkur, Bhavani Prakash, Ananya Bhat",India,"January 15, 2018",2017,TV-MA,121 min,"Dramas, Independent Movies, International Movies","After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters."
s8667,Movie,Used Goods,Mohamed Hamdy,"Mohamed Ragab, Ayten Amer, Hassan Abdulfattah",Egypt,"September 1, 2019",2018,TV-14,95 min,"Action & Adventure, Comedies, International Movies","To evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research."
s8668,Movie,USS Indianapolis: Men of Courage,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris",United States,"September 25, 2019",2016,R,130 min,Action & Adventure,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks."
s8669,Movie,V for Vendetta,James McTeigue,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman","United States, United Kingdom, Germany","October 1, 2018",2005,R,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman."
s8671,Movie,Vantage Point,Pete Travis,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt",United States,"November 1, 2019",2008,PG-13,90 min,Action & Adventure,"Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot."
s8672,Movie,Veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar",India,"October 15, 2017",2016,TV-14,117 min,"Action & Adventure, Dramas, International Movies",A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.
s8673,Movie,Veerey Ki Wedding,Ashu Trikha,"Pulkit Samrat, Yuvika Chaudhry, Jimmy Shergill, Supriya Karnik, Kriti Kharbanda, Satish Kaushik",India,"December 31, 2019",2018,TV-14,130 min,"Comedies, Dramas, International Movies","Quick to throw punches in the name of justice, a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry."
s8674,Movie,Vegas Baby,Amanda Micheli,,United States,"July 4, 2017",2016,TV-14,78 min,Documentaries,"A Las Vegas doctor's controversial online contest sees anxious entrants vie for free in vitro fertilization, a procedure rarely covered by insurance."
s8675,Movie,Viceroy's House,Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon, David Hayman, Simon Callow, Denzil Smith, Neeraj Kabi, Tanveer Ghani, Om Puri, Lily Travers","United Kingdom, India, Sweden","December 12, 2017",2017,NR,106 min,Dramas,"As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947, war looms between religious factions."
s8676,Movie,Victor,Brandon Dickerson,"Patrick Davis, Lisa Vidal, Josh Pence, José Zúñiga, Haley Ramm, Matt Angel, J. Michael Trautmann, Lobo Sebastian",United States,"July 24, 2017",2015,PG-13,110 min,Dramas,"In 1962 Brooklyn, a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?"
s8677,Movie,Viking Destiny,David L.G. Hughes,"Anna Demetriou, Timo Nieminen, Will Mellor, Andrew Whipp, Paul Freeman, Terence Stamp, Ian Beattie, Victoria Broom, Taylor Frost, Martyn Ford","United Kingdom, Belgium","February 2, 2019",2018,R,91 min,"Action & Adventure, Sci-Fi & Fantasy","Framed for her father’s murder, an exiled Viking princess is guided by the god Odin as she prepares to return to her kingdom and reclaim the throne."
s8678,Movie,Vikings Unearthed,Harvey Lilley,Eric Meyers,United States,"March 1, 2017",2016,TV-PG,113 min,Documentaries,Archaeologist Sarah Parcak follows clues to early Viking explorations and discusses just what these notoriously fierce warriors were really like.
s8679,Movie,Vincent N Roxxy,Gary Michael Schultz,"Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi",United States,"September 2, 2017",2016,R,101 min,"Dramas, Thrillers","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them."
s8681,Movie,Viswasapoorvam Mansoor,P.T. Kunju Muhammad,"Roshan Mathew, Asha Sarath, Prayaga Martin, Zarina Wahab, Renji Panicker, Leona Lishoy, Santhosh Keezhattoor, Sunil Sukhada",India,"July 1, 2018",2017,TV-14,125 min,"Dramas, International Movies","When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views."
s8682,Movie,Vitti Dandu,Ganesh Kadam,"Dilip Prabhavalkar, Ashok Samarth, Yatin Karyekar, Nishant Bhavsar, Mrunal Thakur, Vikas Kadam, Utpal Sawant, Ravindra Mankani, Shubhankar Atre, Charudatta Bhagwat",India,"July 15, 2017",2014,TV-14,116 min,"Dramas, International Movies","In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers."
s8683,Movie,Vizontele Tuuba,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik",Turkey,"March 10, 2017",2004,NR,106 min,"Comedies, Dramas, International Movies","With civil war looming, a TV-obsessed Turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library."
s8684,Movie,Vodka Diaries,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani, Herry Tangri, Vaishnavi Dhanraj, Swati Rajput",India,"December 31, 2019",2018,TV-14,113 min,"Dramas, International Movies, Thrillers","While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing."
s8686,Movie,VS.,Ed Lilly,"Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James",United Kingdom,"June 19, 2019",2018,TV-MA,99 min,Dramas,"A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her."
s8687,Movie,Waar,Bilal Lashari,"Shaan Shahid, Shamoon Abbasi, Ayesha Khan, Meesha Shafi, Ali Azmat, Hamza Abbasi, Kamran Lashari",Pakistan,"July 1, 2017",2013,TV-MA,130 min,"Action & Adventure, International Movies","When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late."
s8688,Movie,Waarrior Savitri,Param Gill,"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary",India,"November 1, 2017",2016,TV-14,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death."
s8689,Movie,Waiting,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur",India,"May 1, 2018",2015,TV-MA,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma."
s8690,Movie,Waiting...,Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzmán, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook",United States,"September 23, 2020",2005,R,94 min,"Comedies, Independent Movies",Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.
s8692,Movie,Wakefield,Robin Swicord,"Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter",United States,"March 2, 2019",2016,R,109 min,Dramas,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him."
s8693,Movie,Walk with Me,"Marc Francis, Max Pugh","Benedict Cumberbatch, Thich Nhat Hanh",United Kingdom,"December 26, 2017",2017,TV-PG,94 min,Documentaries,A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.
s8694,Movie,Walking Out,"Alex Smith, Andrew J. Smith","Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone",United States,"October 1, 2019",2017,PG-13,96 min,"Dramas, Independent Movies, Thrillers","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both."
s8695,Movie,War,Philip G. Atwell,"Jet Li, Jason Statham, John Lone, Devon Aoki, Luis Guzmán, Saul Rubinek, Sung Kang, Mathew St. Patrick, Nadine Velazquez, Andrea Roth, Mark Cheng, Kane Kosugi, Ryo Ishibashi, Steph Song","United States, Canada","April 1, 2019",2007,R,103 min,Action & Adventure,"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller."
s8696,Movie,War Chhod Na Yaar,Faraz Haider,"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa",India,"March 2, 2019",2013,TV-14,109 min,"Comedies, Dramas, International Movies","Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner."
s8697,Movie,War Horse,Steven Spielberg,"Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham","United States, India","May 6, 2019",2011,PG-13,147 min,Dramas,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France."
s8698,Movie,War on Everyone,John Michael McDonagh,"Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson, Caleb Landry Jones, Paul Reiser, Stephanie Sigman, David Wilmot, Malcolm Barrett",United Kingdom,"December 3, 2019",2016,R,98 min,"Action & Adventure, Comedies","Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated."
s8699,Movie,Warda,Hadi El Bagoury,"Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla, Ahmed Awni, Emad Ghoniem, Abeer Mansour, Youssef Mohamed",Egypt,"April 18, 2019",2014,TV-14,73 min,"Horror Movies, Independent Movies, International Movies","When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn."
s8700,Movie,Warehoused,Jack Zagha Kababie,"José Carlos Ruiz, Hoze Meléndez",Mexico,"November 1, 2017",2015,TV-14,92 min,"Comedies, Dramas, International Movies",A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.
s8702,Movie,Water & Power: A California Heist,Marina Zenovich,,United States,"February 1, 2018",2017,PG,78 min,Documentaries,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.
s8703,Movie,Waterschool,Tiffanie Hsu,,"United States, Brazil, India, Uganda, China","July 25, 2018",2018,TV-G,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives."
s8704,Movie,We Are Your Friends,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams","United Kingdom, France, United States","January 27, 2020",2015,R,96 min,"Dramas, Independent Movies, Music & Musicals",An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend.
s8705,Movie,We Belong Together,Chris Stokes,"Charles Malik Whitfield, Draya Michele, Elise Neal, Cassidey Fralin, Brian White, Valarie Pettiford, Gary Anthony Sturgis, Jessica Vanessa DeLeon",United States,"July 16, 2019",2018,TV-14,83 min,Thrillers,A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy – perhaps deadly – infatuation.
s8706,Movie,We Need to Talk,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín",Spain,"September 1, 2016",2016,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order."
s8707,Movie,We the Animals,Jeremiah Zagar,"Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley",United States,"February 11, 2019",2018,R,93 min,"Dramas, Independent Movies","A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening."
s8708,Movie,"We, the Marines",Greg MacGillivray,,United States,"July 1, 2018",2017,TV-PG,38 min,"Documentaries, International Movies","Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps."
s8709,Movie,We're No Animals,Alejandro Agresti,"John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario Alarcón, Norman Briski, Lucila Solá, Juana Viale, Pablo Bossi, Leticia Brédice","United States, Argentina","August 15, 2017",2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy."
s8710,Movie,Weather forecast,Antoni Krauze,"Halina Buyno-Łoza, Zofia Cegiełkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczyńska, Jerzy Block",Poland,"October 1, 2019",1983,TV-MA,91 min,"Dramas, International Movies","When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside."
s8712,Movie,Weeds on Fire,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb",Hong Kong,"September 27, 2018",2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league."
s8714,Movie,Welcome 2 Karachi,Ashish R. Mohan,"Arshad Warsi, Jacky Bhagnani, Lauren Gottlieb, Dalip Tahil, Pavan Malhotra, Ayub Khoso, Adnan Shah",India,"March 1, 2018",2015,TV-MA,124 min,"Comedies, International Movies","Denied a U.S. visa, two dim Indian men decide to sneak into America on a boat. Fate, however, leaves them stranded on a beach – in Karachi, Pakistan."
s8715,Movie,Welcome to Monster High: The Origin Story,"Stephen Donnelly, Olly Reid, Jun Falkenstein","Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Michael Sorich, Jonquil Goode, Travis Dresden, Evan Smith",United States,"October 1, 2017",2016,TV-Y7,73 min,Children & Family Movies,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.
s8716,Movie,Welcome to New York,Abel Ferrara,"Gérard Depardieu, Jacqueline Bisset, Marie Mouté, Paul Calderon, Paul Hipp, Pamela Afesi, Chris Zois, Shanyn Leigh, Drena De Niro, Amy Ferguson, Aurelie Claudel, Nikki James","United States, France","March 23, 2017",2014,R,108 min,"Dramas, Independent Movies",A lecherous World Bank official sees his reputation crumbling when he's accused of raping a hotel maid during a trip to New York.
s8717,Movie,Welcome to Willits,Trevor Ryan,"Bill Sage, Sabina Gadecki, Anastasia Baranova, Dolph Lundgren, Thomas Dekker, Karrueche Tran, Chris Zylka, Keelin Woodell, Garrett Clayton, Shad Gaspard, Rory Culkin",United States,"February 6, 2018",2017,TV-MA,84 min,"Comedies, Horror Movies, Independent Movies",A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.
s8718,Movie,Westerplatte Resists,Stanisław Różewicz,"Zygmunt Hübner, Arkadiusz Bazak, Tadeusz Schmidt, Józef Nowak, Tadeusz Pluciński, Bogusz Bilewski",Poland,"October 1, 2019",1967,TV-MA,93 min,"Classic Movies, Dramas, International Movies","At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces."
s8719,Movie,Westside vs. the World,Michael Fahey,"Ron Perlman, Louie Simmons",,"August 9, 2019",2019,TV-MA,96 min,"Documentaries, Sports Movies","A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting."
s8720,Movie,What a Wonderful Family!,Huang Lei,"Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin, Hai Qing, Wang Xun, Wei Daxun, Lorene Ren, Lei Huang",China,"July 1, 2018",2017,TV-14,102 min,"Comedies, Dramas, International Movies","In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary."
s8723,Movie,What Lies Beneath,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton",United States,"January 1, 2020",2000,PG-13,130 min,"Horror Movies, Thrillers","When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head."
s8724,Movie,What Makes a Psychopath?,Rebecca Harrison,,United Kingdom,"February 1, 2019",2017,TV-14,52 min,Documentaries,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history."
s8725,Movie,What Still Remains,Josh Mendoza,"Lulu Antariksa, Colin O'Donoghue, Mimi Rogers, Peter O'Brien, Dohn Norwood, Jeff Kober, Roshon Fegan, Siena Goines, Chris Ellis, Tobias Jelinek",United States,"December 21, 2018",2018,TV-14,91 min,"Dramas, Thrillers","Struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines."
s8726,Movie,What's Up With Love?,"Rudy Soedjarwo, Riri Riza","Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara",Indonesia,"December 8, 2018",2002,R,110 min,"Dramas, International Movies, Romantic Movies","A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate."
s8728,Movie,When Hari Got Married,"Ritu Sarin, Tenzing Sonam",,"United Kingdom, India, United States","December 25, 2016",2013,NR,75 min,"Documentaries, International Movies","A small-town taxi driver is arranged to be married, resulting in an intimate look at the clash between modernity and tradition in India."
s8729,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",,"Peru, United States, United Kingdom","November 30, 2016",2016,TV-14,103 min,"Documentaries, International Movies",This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.
s8730,Movie,Where the Money Is,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada","January 15, 2020",2000,PG-13,89 min,"Action & Adventure, Comedies, Dramas","Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse."
s8731,Movie,Where's the Money,Scott Zabielski,"Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta",United States,"January 22, 2018",2017,R,86 min,Comedies,"Hunting for a stash of stolen money, a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity."
s8732,Movie,While We're Young,Noah Baumbach,"Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried, Charles Grodin, Adam Horovitz, Dree Hemingway, Brady Corbet, Maria Dizzia, Matthew Maher, Peter Yarrow, Dean Wareham",United States,"October 23, 2017",2015,R,97 min,"Comedies, Dramas, Independent Movies","A documentary filmmaker struggling with a creative block meets a vibrant young hipster couple who, initially, bring new energy into his life and work."
s8733,Movie,White Chamber,Paul Raschid,"Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds",United Kingdom,"August 1, 2019",2018,TV-MA,89 min,"Sci-Fi & Fantasy, Thrillers","When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess."
s8734,Movie,White Island,Benjamin Turner,"Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura",United Kingdom,"September 25, 2017",2016,TV-MA,91 min,"Comedies, Independent Movies, Thrillers","Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left."
